Date,BTC,US20Y
2019-05-02,5505.283691,2.770000
2019-05-03,5768.289551,2.750000
2019-05-06,5746.807129,2.730000
2019-05-07,5829.501465,2.680000
2019-05-08,5982.457520,2.710000
2019-05-09,6174.528809,2.690000
2019-05-10,6378.849121,2.700000
2019-05-13,7814.915039,2.650000
2019-05-14,7994.416016,2.670000
2019-05-15,8205.167969,2.630000
2019-05-16,7884.909180,2.650000
2019-05-17,7343.895508,2.630000
2019-05-20,7978.309082,2.650000
2019-05-21,7963.327637,2.670000
2019-05-22,7680.066406,2.640000
2019-05-23,7881.846680,2.560000
2019-05-24,7987.371582,2.570000
2019-05-28,8719.961914,2.520000
2019-05-29,8659.487305,2.500000
2019-05-30,8319.472656,2.460000
2019-05-31,8574.501953,2.390000
2019-06-03,8208.995117,2.340000
2019-06-04,7707.770996,2.410000
2019-06-05,7824.231445,2.420000
2019-06-06,7822.023438,2.420000
2019-06-07,8043.951172,2.360000
2019-06-10,8000.329590,2.420000
2019-06-11,7927.714355,2.420000
2019-06-12,8145.857422,2.410000
2019-06-13,8230.923828,2.390000
2019-06-14,8693.833008,2.380000
2019-06-17,9320.352539,2.370000
2019-06-18,9081.762695,2.340000
2019-06-19,9273.521484,2.320000
2019-06-20,9527.160156,2.310000
2019-06-21,10144.556641,2.370000
2019-06-24,11011.102539,2.330000
2019-06-25,11790.916992,2.310000
2019-06-26,13016.231445,2.350000
2019-06-27,11182.806641,2.310000
2019-06-28,12407.332031,2.310000
2019-07-01,10583.134766,2.340000
2019-07-02,10801.677734,2.290000
2019-07-03,11961.269531,2.250000
2019-07-05,10978.459961,2.340000
2019-07-08,12285.958008,2.320000
2019-07-09,12573.812500,2.340000
2019-07-10,12156.512695,2.360000
2019-07-11,11358.662109,2.420000
2019-07-12,11815.986328,2.420000
2019-07-15,10895.089844,2.390000
2019-07-16,9477.641602,2.420000
2019-07-17,9693.802734,2.350000
2019-07-18,10666.482422,2.340000
2019-07-19,10530.732422,2.350000
2019-07-22,10343.106445,2.360000
2019-07-23,9900.767578,2.380000
2019-07-24,9811.925781,2.360000
2019-07-25,9911.841797,2.380000
2019-07-26,9870.303711,2.380000
2019-07-29,9519.145508,2.370000
2019-07-30,9607.423828,2.360000
2019-07-31,10085.627930,2.310000
2019-08-01,10399.668945,2.210000
2019-08-02,10518.174805,2.160000
2019-08-05,11805.653320,2.070000
2019-08-06,11478.168945,2.030000
2019-08-07,11941.968750,2.010000
2019-08-08,11966.407227,2.020000
2019-08-09,11862.936523,2.030000
2019-08-12,11382.616211,1.920000
2019-08-13,10895.830078,1.940000
2019-08-14,10051.704102,1.840000
2019-08-15,10311.545898,1.800000
2019-08-16,10374.338867,1.820000
2019-08-19,10916.053711,1.880000
2019-08-20,10763.232422,1.840000
2019-08-21,10138.049805,1.870000
2019-08-22,10131.055664,1.900000
2019-08-23,10407.964844,1.820000
2019-08-26,10370.820312,1.840000
2019-08-27,10185.500000,1.770000
2019-08-28,9754.422852,1.760000
2019-08-29,9510.200195,1.780000
2019-08-30,9598.173828,1.780000
2019-09-03,10623.540039,1.770000
2019-09-04,10594.493164,1.770000
2019-09-05,10575.533203,1.860000
2019-09-06,10353.302734,1.830000
2019-09-09,10334.974609,1.910000
2019-09-10,10115.975586,2.000000
2019-09-11,10178.372070,2.020000
2019-09-12,10410.126953,2.060000
2019-09-13,10360.546875,2.170000
2019-09-16,10276.793945,2.110000
2019-09-17,10241.272461,2.080000
2019-09-18,10198.248047,2.060000
2019-09-19,10266.415039,2.040000
2019-09-20,10181.641602,1.990000
2019-09-23,9729.324219,1.980000
2019-09-24,8620.566406,1.910000
2019-09-25,8486.993164,1.990000
2019-09-26,8118.967773,1.960000
2019-09-27,8251.845703,1.950000
2019-09-30,8293.868164,1.940000
2019-10-01,8343.276367,1.930000
2019-10-02,8393.041992,1.900000
2019-10-03,8259.992188,1.850000
2019-10-04,8205.939453,1.810000
2019-10-07,8245.623047,1.850000
2019-10-08,8228.783203,1.840000
2019-10-09,8595.740234,1.880000
2019-10-10,8586.473633,1.960000
2019-10-11,8321.756836,2.040000
2019-10-15,8205.369141,2.060000
2019-10-16,8047.526855,2.050000
2019-10-17,8103.911133,2.050000
2019-10-18,7973.207520,2.060000
2019-10-21,8243.720703,2.100000
2019-10-22,8078.203125,2.070000
2019-10-23,7514.671875,2.060000
2019-10-24,7493.488770,2.080000
2019-10-25,8660.700195,2.100000
2019-10-28,9256.148438,2.160000
2019-10-29,9427.687500,2.150000
2019-10-30,9205.726562,2.080000
2019-10-31,9199.584961,2.000000
2019-11-01,9261.104492,2.030000
2019-11-04,9412.612305,2.100000
2019-11-05,9342.527344,2.170000
2019-11-06,9360.879883,2.130000
2019-11-07,9267.561523,2.240000
2019-11-08,8804.880859,2.270000
2019-11-12,8815.662109,2.240000
2019-11-13,8808.262695,2.200000
2019-11-14,8708.094727,2.150000
2019-11-15,8491.992188,2.160000
2019-11-18,8309.286133,2.140000
2019-11-19,8206.145508,2.110000
2019-11-20,8027.268066,2.050000
2019-11-21,7642.750000,2.090000
2019-11-22,7296.577637,2.080000
2019-11-25,7146.133789,2.070000
2019-11-26,7218.371094,2.040000
2019-11-27,7531.663574,2.060000
2019-11-29,7761.243652,2.070000
2019-12-02,7321.988281,2.150000
2019-12-03,7320.145508,2.030000
2019-12-04,7252.034668,2.080000
2019-12-05,7448.307617,2.110000
2019-12-06,7546.996582,2.140000
2019-12-09,7400.899414,2.130000
2019-12-10,7278.119629,2.120000
2019-12-11,7217.427246,2.080000
2019-12-12,7243.134277,2.180000
2019-12-13,7269.684570,2.110000
2019-12-16,6932.480469,2.170000
2019-12-17,6640.515137,2.180000
2019-12-18,7276.802734,2.220000
2019-12-19,7202.844238,2.210000
2019-12-20,7218.816406,2.210000
2019-12-23,7355.628418,2.220000
2019-12-24,7322.532227,2.200000
2019-12-26,7238.966797,2.190000
2019-12-27,7290.088379,2.180000
2019-12-30,7292.995117,2.210000
2019-12-31,7193.599121,2.250000
2020-01-02,6985.470215,2.190000
2020-01-03,7344.884277,2.110000
2020-01-06,7769.219238,2.130000
2020-01-07,8163.692383,2.160000
2020-01-08,8079.862793,2.210000
