Date,BTC,US20Y
2025-04-04,83843.804688,4.440000
2025-04-11,83404.835938,4.910000
2025-04-18,84450.804688,4.820000
2025-04-25,94720.500000,4.750000
2025-05-02,96910.070312,4.810000
2025-05-09,102970.851562,4.860000
2025-05-16,103489.289062,4.920000
2025-05-23,107287.796875,5.030000
2025-05-30,103998.570312,4.930000
2025-06-06,104390.343750,4.990000
2025-06-13,106090.968750,4.930000
2025-06-20,103309.601562,4.900000
2025-06-27,107088.429688,4.850000
2025-07-04,108034.335938,4.870000
2025-07-11,117516.992188,4.960000
2025-07-18,118003.226562,4.990000
2025-07-25,117635.882812,4.920000
2025-08-01,113320.085938,4.790000
2025-08-08,116688.726562,4.840000
2025-08-15,117398.351562,4.910000
2025-08-22,116874.085938,4.840000
2025-08-29,108410.835938,4.830000
